VIDEO_ID,ID,JULIAN_DATE,DECIMAL_TIME,LATITUDE,LONGITUDE,TEMPERATURE,WEATHER,GROUP_SIZE,BAIT_PRESENCE,GENERALIZED_ENVIRONMENT,SENTINEL_PRESENCE,DISTURBANCE_FREQUENCY,BEHAVIOR,DURATION
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.001
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.497
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.748
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,1.51
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.001
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.908
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,1.001
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.499
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.788
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,2.005
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,1.252
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,1.517
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,1.498
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,0.998
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,6.719
20,020-01-01,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,1.497
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,2.751
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,1.501
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,4.996
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,0.75
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,0.496
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,1.255
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,1.005
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,M,0.771
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,1.247
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.999
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.501
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,4.499
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.249
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,3.25
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.497
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.748
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.495
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.25
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,0.751
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,1.744
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HU,2.496
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HD,1.248
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HD,2.998
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HD,0.749
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HD,3.766
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HD,3.002
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HD,3.258
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HD,1.756
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HD,1.246
20,020-01-02,20227825,6.333333333,43.18262,-79.245815,18,Sunny,SMALL,NO,Green Area,NO,0,HD,0.75
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,1.154
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,1.999
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,0.499
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,1.498
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,3.498
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,7.503
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,5
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,4.998
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,8.777
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,4.002
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,1.992
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,1.992
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,5.502
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,3.515
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,1.001
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,13.494
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,5.998
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,9.997
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,5.275
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,5.489
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.488
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.998
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.502
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.498
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.026
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.001
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,0.5
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.268
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.508
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,M,1.503
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,M,1.497
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,M,0.505
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,M,1.005
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,HU,2.029
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,HU,3.995
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,HU,7.994
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,HU,0.498
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,HU,7.773
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,HU,3.021
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,HU,5.481
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,HD,1.991
24,024-01-01,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,YES,0,HD,2.227
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,0.747
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,3.506
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,1.998
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,0.752
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,0.999
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HD,1.249
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,1.997
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,3.751
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,0.745
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,2.287
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,1.25
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,0.748
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,2.747
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,1.247
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,1.995
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,HU,2.249
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,2.999
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,2.001
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.249
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,0.996
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.251
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.003
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,0.248
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.753
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,1.25
24,024-01-02,20227837,6.216666667,43.18262,-79.245815,16,Sunny,SMALL,NO,Green Area,NO,0,M,0.948
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,0.998
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,2.737
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,3.756
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,1.272
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,1.973
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,1.251
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,0.004
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,1.776
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,1.501
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,1.501
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,3.015
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,6.501
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,1.004
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,1.504
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,1.282
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,0.498
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HD,0.508
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,1.001
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,2.998
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,0.499
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,0.749
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,0.001
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,1.007
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,0.746
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,2.499
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,0.998
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,1.5
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,1.99
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,2.499
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,0.49
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,1.5
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,0.235
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,0.491
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,1.251
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,1.499
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,4.024
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,1.498
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,HU,2.002
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,M,1.901
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,M,1.236
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,M,5.523
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,M,0.498
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,M,1.23
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,M,2.247
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,M,2.504
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,M,2.503
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,M,1.008
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,M,2
25,025-01-01,20227837,6.3,43.18262,-79.245815,16,Sunny,SMALL,YES,Green Area,NO,0.142173896,M,2.237
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,2.729
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.751
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.002
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.005
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.494
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.497
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.735
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.747
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,0.751
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.745
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,0.997
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,0.749
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,0.51
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.248
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.997
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.748
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,2.5
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.498
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,0.994
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,2.767
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.759
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,0.497
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.499
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,0.763
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.997
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,2.734
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.502
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,0.998
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,0.733
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.76
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,0.5
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.419
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.235
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,1.996
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HD,2.499
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HU,1.775
26,026-01-01,20227843,6.516666667,43.18262,-79.245815,19,Mostly Cloudy,SMALL,YES,Green Area,YES,0.223180452,HU,1.755
